Genus Name,Species Name,Synonyms,Family,Order,Class,Common Name,Species Code,Growth Form,Percent Leaf Type,Leaf Type,Growth Rate,Longevity,Height at Maturity (feet)
Acacia,longispicata,,Fabaceae,Fabales,Magnoliopsida,Slender-flowered Wattle,ACLO3,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),10
Acacia,longissima,,Fabaceae,Fabales,Magnoliopsida,Long-leaf Wattle,ACLO4,Tree,Hardwood,Evergreen,,,8
Acacia,lucasii,,Fabaceae,Fabales,Magnoliopsida,Woolly-bear Wattle,ACLU,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,maconochieana,,Fabaceae,Fabales,Magnoliopsida,Mullan Wattle,ACMA3,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),12
Acacia,macradenia,,Fabaceae,Fabales,Magnoliopsida,Zig-zag Wattle,ACMA4,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),5
Acacia,maidenii,,Fabaceae,Fabales,Magnoliopsida,Maiden's Wattle,ACMA1,Tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),66
Acacia,maitlandii,,Fabaceae,Fabales,Magnoliopsida,Maitland's Wattle,ACMA5,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,mangium,,Fabaceae,Fabales,Magnoliopsida,brown salwood,ACMA7,Tree,Hardwood,Evergreen,,,98
Acacia,mearnsii,Acacia decurrens var. mollis,Fabaceae,Fabales,Magnoliopsida,Black wattle,ACME80,Tree,Hardwood,Evergreen,Moderate,,41
Acacia,meisneri,,Fabaceae,Fabales,Magnoliopsida,Blue Wattle,ACME1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,melanoxylon,,Fabaceae,Fabales,Magnoliopsida,Blackwood,ACME,Tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),40
Acacia,melleodora,,Fabaceae,Fabales,Magnoliopsida,Waxy Wattle,ACME4,Tree,Hardwood,Evergreen,Slow,Short (0 - 35yrs),4
Acacia,microbotrya,,Fabaceae,Fabales,Magnoliopsida,Manna Wattle,ACMI2,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),7
Acacia,millefolia,,Fabaceae,Fabales,Magnoliopsida,Milfoil wattle,ACMI,Shrub or small tree,Hardwood,Deciduous,Moderate,,41
Acacia,montana,,Fabaceae,Fabales,Magnoliopsida,Mallee Wattle,ACMO2,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,monticola,,Fabaceae,Fabales,Magnoliopsida,Scratchy Wattle,ACMO3,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),5
Acacia,mucronata,,Fabaceae,Fabales,Magnoliopsida,Narrow-leaf Wattle,ACMU1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),5
Acacia,muelleriana,,Fabaceae,Fabales,Magnoliopsida,Mueller's Wattle,ACMU3,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),8
Acacia,muricata,Mimosa muricata,Fabaceae,Fabales,Magnoliopsida,Spineless wattle,ACMU,Tree,Hardwood,Deciduous,Moderate,,41
Acacia,murrayana,,Fabaceae,Fabales,Magnoliopsida,Murray's Wattle,ACMU4,Tree,Hardwood,Evergreen,Fast,Moderate (35 - 55yrs),25
Acacia,myrtifolia,,Fabaceae,Fabales,Magnoliopsida,Myrtle Wattle,ACMY,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,neovernicosa,"Acacia constricta var. vernicosa, Acacia vernicosa",Fabaceae,Fabales,Magnoliopsida,Viscid acacia,ACNE4,Shrub,Hardwood,Deciduous,Moderate,,10
Acacia,neriifolia,,Fabaceae,Fabales,Magnoliopsida,Bastard Yarran,ACNE1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),9
Acacia,nigrescens,,Fabaceae,Fabales,Magnoliopsida,Knob thorn,ACNI3,Tree,Hardwood,Deciduous,Moderate,,41
Acacia,notabilis,,Fabaceae,Fabales,Magnoliopsida,Notable Wattle,ACNO,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,nyssophylla,,Fabaceae,Fabales,Magnoliopsida,Prickly Wattle,ACNY,Tree,Hardwood,Evergreen,Slow,Short (0 - 35yrs),3
Acacia,obliquinervia,,Fabaceae,Fabales,Magnoliopsida,Mountain Hickory Wattle,ACOB2,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),15
Acacia,omalophylla,,Fabaceae,Fabales,Magnoliopsida,Yarran,ACOM,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),10
Acacia,oswaldii,,Fabaceae,Fabales,Magnoliopsida,Umbrella Wattle,ACOS,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),8
Acacia,papyrocarpa,,Fabaceae,Fabales,Magnoliopsida,Western Myall,ACPA2,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),8
Acacia,paradoxa,Acacia armata,Fabaceae,Fabales,Magnoliopsida,Paradox acacia,ACPA8,Shrub,Hardwood,Evergreen,Moderate,,12
Acacia,parramattensis,,Fabaceae,Fabales,Magnoliopsida,South wales wattle,ACPA81,Tree,Hardwood,Deciduous,Moderate,Short (0 - 35yrs),41
Acacia,parvipinnula,,Fabaceae,Fabales,Magnoliopsida,Silver Stemmed Wattle,ACPA1,Tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),33
Acacia,pataczekii,,Fabaceae,Fabales,Magnoliopsida,Wally's Wattle,ACPA3,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),6
Acacia,pendula,,Fabaceae,Fabales,Magnoliopsida,Weeping myall,ACPE1,Tree,Hardwood,Evergreen,,,39
Acacia,penninervis,,Fabaceae,Fabales,Magnoliopsida,Mountain Hickory,ACPE5,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),8
Acacia,pentadenia,,Fabaceae,Fabales,Magnoliopsida,Karri Wattle,ACPE6,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),5
Acacia,perangusta,,Fabaceae,Fabales,Magnoliopsida,Eprapah Wattle,ACPE7,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),7
Acacia,peuce,,Fabaceae,Fabales,Magnoliopsida,Waddy,ACPE8,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),15
Acacia,phasmoides,,Fabaceae,Fabales,Magnoliopsida,Phantom Wattle,ACPH,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,pinetorum,"Vachellia peninsularis, Vachellia insularis",Fabaceae,Fabales,Magnoliopsida,Pineland wattle,ACPI,Shrub or small tree,Hardwood,Deciduous,Moderate,,6
Acacia,platycarpa,,Fabaceae,Fabales,Magnoliopsida,Ghost Wattle,ACPL1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),6
Acacia,podalyriifolia,,Fabaceae,Fabales,Magnoliopsida,Pearl wattle,ACPO2,Tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),16
Acacia,polyacantha,Acacia suma,Fabaceae,Fabales,Magnoliopsida,Catechu tree,ACPO3,Shrub or small tree,Hardwood,Deciduous,Fast,,48
Acacia,polyphylla,,Fabaceae,Fabales,Magnoliopsida,monjoleiro,ACPO1,Tree,Hardwood,Evergreen,,,15
Acacia,pravissima,,Fabaceae,Fabales,Magnoliopsida,Ovens wattle,ACPR,Shrub or small tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),18
Acacia,prominens,,Fabaceae,Fabales,Magnoliopsida,Golden rain wattle,ACPR1,Tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),50
Acacia,pruinocarpa,,Fabaceae,Fabales,Magnoliopsida,Black Gidgee,ACPR2,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),12
Acacia,pubescens,,Fabaceae,Fabales,Magnoliopsida,Downy Wattle,ACPU,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),5
Acacia,pycnantha,,Fabaceae,Fabales,Magnoliopsida,Golden wattle,ACPY3,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),26
Acacia,pyrifolia,,Fabaceae,Fabales,Magnoliopsida,Kanji Bush,ACPY,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,quadrilateralis,,Fabaceae,Fabales,Magnoliopsida,Acacia quadrilateralis,ACQU,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,quornensis,,Fabaceae,Fabales,Magnoliopsida,Quorn Wattle,ACQU1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,redolens,,Fabaceae,Fabales,Magnoliopsida,Bank catclaw,ACRE9,Shrub or small tree,Hardwood,Deciduous,Fast,Short (0 - 35yrs),5
Acacia,reficiens,,Fabaceae,Fabales,Magnoliopsida,Acacia reficiens,ACRE,Shrub or small tree,Hardwood,Deciduous,Fast,Short (0 - 35yrs),20
Acacia,retinodes,,Fabaceae,Fabales,Magnoliopsida,Water wattle,ACRE2,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),20
Acacia,retivenea,,Fabaceae,Fabales,Magnoliopsida,Acacia retivenea,ACRE1,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),10
Acacia,retusa,"Senegalia westiana, Acacia westiana, Acacia riparia",Fabaceae,Fabales,Magnoliopsida,Catch and keep,ACRE4,Shrub or small tree,Hardwood,Deciduous,Fast,,25
Acacia,rhigiophylla,,Fabaceae,Fabales,Magnoliopsida,Dagger-leaved Wattle,ACRH,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,riceana,,Fabaceae,Fabales,Magnoliopsida,Rice's Wattle,ACRI1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),10
Acacia,rigens,,Fabaceae,Fabales,Magnoliopsida,Needle Wattle,ACRI2,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,rigidula,Acacia amentacea,Fabaceae,Fabales,Magnoliopsida,Blackbrush acacia,ACRI,Shrub or small tree,Hardwood,Deciduous,Slow,Short (0 - 35yrs),15
Acacia,rivalis,,Fabaceae,Fabales,Magnoliopsida,Creek Wattle,ACRI3,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),5
Acacia,roemeriana,Acacia malacophylla,Fabaceae,Fabales,Magnoliopsida,Roundflower catclaw,ACRO,Shrub or small tree,Hardwood,Deciduous,Moderate,,15
Acacia,rostellifera,,Fabaceae,Fabales,Magnoliopsida,Summer-scented Wattle,ACRO1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),6
Acacia,roycei,,Fabaceae,Fabales,Magnoliopsida,Acacia roycei,ACRO2,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),6
Acacia,rubida,,Fabaceae,Fabales,Magnoliopsida,Red-stem Wattle,ACRU1,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),16
Acacia,ruppii,,Fabaceae,Fabales,Magnoliopsida,Rupp's Wattle,ACRU2,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,salicina,,Fabaceae,Fabales,Magnoliopsida,Willow acacia,ACSA3,Tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),40
Acacia,saligna,Acacia cyanophylla,Fabaceae,Fabales,Magnoliopsida,Orange wattle,ACSA,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),18
Acacia,schaffneri,,Fabaceae,Fabales,Magnoliopsida,Schaffner's wattle,ACSC2,Shrub,Hardwood,Deciduous,Moderate,,20
Acacia,schottii,,Fabaceae,Fabales,Magnoliopsida,Schott's wattle,ACSC,Shrub,Hardwood,Deciduous,Moderate,Short (0 - 35yrs),4
Acacia,sclerosperma,,Fabaceae,Fabales,Magnoliopsida,Limestone Wattle,ACSC1,Tree,Hardwood,Evergreen,Slow,Short (0 - 35yrs),4
Acacia,semilunata,,Fabaceae,Fabales,Magnoliopsida,Moon Wattle,ACSE4,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),5
Acacia,semirigida,,Fabaceae,Fabales,Magnoliopsida,Stony Ridge Wattle,ACSE3,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,semperflorens,,Fabaceae,Fabales,Magnoliopsida,Aromo en flor,ACSE,Tree,Hardwood,Deciduous,Moderate,,41
Acacia,senegal,,Fabaceae,Fabales,Magnoliopsida,werek,ACSE6,Tree,Hardwood,Deciduous,Slow,Short (0 - 35yrs),40
Acacia,siculiformis,,Fabaceae,Fabales,Magnoliopsida,Dagger Wattle,ACSI,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,simsii,,Fabaceae,Fabales,Magnoliopsida,Sim's Wattle,ACSI1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,sparsiflora,,Fabaceae,Fabales,Magnoliopsida,Currawong,ACSP6,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),15
Acacia,spathulifolia,,Fabaceae,Fabales,Magnoliopsida,Spoon Leaf Wattle,ACSP5,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,spectabilis,,Fabaceae,Fabales,Magnoliopsida,Mudgee Wattle,ACSP1,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),13
Acacia,sphaerocephala,,Fabaceae,Fabales,Magnoliopsida,Bee wattle,ACSP4,Tree,Hardwood,Deciduous,Moderate,,12
Acacia,stenophylla,,Fabaceae,Fabales,Magnoliopsida,Shoestring acacia,ACST,Shrub or small tree,Hardwood,Evergreen,Fast,,40
Acacia,stricta,,Fabaceae,Fabales,Magnoliopsida,Hop Wattle,ACST1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),5
Acacia,suaveolens,,Fabaceae,Fabales,Magnoliopsida,Sweet Wattle,ACSU,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),10
Acacia,subulata,,Fabaceae,Fabales,Magnoliopsida,Awl Wattle,ACSU1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,tenuissima,,Fabaceae,Fabales,Magnoliopsida,Mulga Wattle,ACTE1,Tree,Hardwood,Evergreen,Slow,Short (0 - 35yrs),4
Acacia,terminalis,,Fabaceae,Fabales,Magnoliopsida,Sunshine Wattle,ACTE,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),20
Acacia,tetragonophylla,,Fabaceae,Fabales,Magnoliopsida,Dead Finish,ACTE2,Tree,Hardwood,Evergreen,Slow,Short (0 - 35yrs),4
Acacia,tortilis,,Fabaceae,Fabales,Magnoliopsida,Umbrella thorn,ACTO2,Shrub or small tree,Hardwood,Deciduous,Fast,Long (55+yrs),41
Acacia,tortuosa,"Mimosa tortuosa, Poponax tortuosa",Fabaceae,Fabales,Magnoliopsida,Twisted acacia,ACTO,Shrub or small tree,Hardwood,Deciduous,Moderate,,20
Acacia,torulosa,,Fabaceae,Fabales,Magnoliopsida,Deep Gold Wattle,ACTO1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),15
Acacia,trinervata,,Fabaceae,Fabales,Magnoliopsida,Three-nerved Wattle,ACTR2,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),6
Acacia,trineura,,Fabaceae,Fabales,Magnoliopsida,Hindmarsh Wattle,ACTR3,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),5
Acacia,triptera,,Fabaceae,Fabales,Magnoliopsida,Spur-wing Wattle,ACTR4,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),5
Acacia,umbellata,,Fabaceae,Fabales,Magnoliopsida,Acacia umbellata,ACUM,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,uncifera,,Fabaceae,Fabales,Magnoliopsida,Acacia uncifera,ACUN,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),5
Acacia,undoolyana,,Fabaceae,Fabales,Magnoliopsida,Undoolya Wattle,ACUN1,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),15
Acacia,urophylla,,Fabaceae,Fabales,Magnoliopsida,Tailed-leaved Acacia,ACUR,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,venulosa,,Fabaceae,Fabales,Magnoliopsida,Veiny Wattle,ACVE4,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,verniciflua,,Fabaceae,Fabales,Magnoliopsida,Varnish wattle,ACVE,Shrub or small tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),15
Acacia,verticillata,,Fabaceae,Fabales,Magnoliopsida,Prickly moses,ACVE2,Shrub or small tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),20
Acacia,vestita,,Fabaceae,Fabales,Magnoliopsida,Hairy Wattle,ACVE3,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,victoriae,,Fabaceae,Fabales,Magnoliopsida,Elegant Wattle,ACVI1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),5
Acacia,visco,,Fabaceae,Fabales,Magnoliopsida,Acacia visco,ACVI,Tree,Hardwood,Deciduous,Moderate,,41
Acacia,wardellii,,Fabaceae,Fabales,Magnoliopsida,Wardell's Wattle,ACWA,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),7
Acacia,wattsiana,,Fabaceae,Fabales,Magnoliopsida,Dog Wattle,ACWA1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,wiseana,,Fabaceae,Fabales,Magnoliopsida,Acacia wiseana,ACWI2,Tree,Hardwood,Evergreen,Slow,Short (0 - 35yrs),4
Acacia,xanthina,,Fabaceae,Fabales,Magnoliopsida,White Stemmed Wattle,ACXA,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acalypha,amentacea,,Euphorbiaceae,Euphorbiales,Magnoliopsida,Catch me if you can,ACAM2,Shrub,Hardwood,Evergreen,Fast,Short (0 - 35yrs),10
Acalypha,berteroana,,Euphorbiaceae,Euphorbiales,Magnoliopsida,Berteron acalypha,ACBE2,Shrub,Hardwood,Evergreen,,,9
Acalypha,bisetosa,,Euphorbiaceae,Euphorbiales,Magnoliopsida,Streambank copperleaf,ACBI3,Shrub,Hardwood,Evergreen,,,2
Acalypha,hispida,,Euphorbiaceae,Euphorbiales,Magnoliopsida,Bristly copperleaf,ACHI2,Shrub,Hardwood,Evergreen,Fast,Short (0 - 35yrs),6
Acalypha,macrostachya,,Euphorbiaceae,Euphorbiales,Magnoliopsida,Zancamula,ACMA6,Shrub or small tree,Hardwood,Evergreen,Fast,Moderate (35 - 55yrs),20
Acalypha,portoricensis,,Euphorbiaceae,Euphorbiales,Magnoliopsida,Puerto rico copperleaf,ACPO4,Shrub,Hardwood,Evergreen,,,9
Acalypha,wilkesiana,,Euphorbiaceae,Euphorbiales,Magnoliopsida,Copperleaf,ACWI,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),10
Acca,sellowiana,Feijoa sellowiana,Myrtaceae,Myrtales,Magnoliopsida,Feijoa,ACSE2,Shrub,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),15
Acer,barbatum,"Acer saccharum ssp. floridanum, Acer nigrum var. floridanum, Acer barbatum var. villipes, Saccharodendron barbatum, Acer floridanum var. villipes, Acer floridanum var. longii, Saccharodendron floridanum, Acer saccharum var. floridanum, Acer floridanum, Acer saccharinum var. floridanum, Acer barbatum var. longii",Aceraceae,Sapindales,Magnoliopsida,Florida maple,ACBA,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),50
Acer,barbinerve,,Aceraceae,Sapindales,Magnoliopsida,Bearded Maple,ACBA4,Shrub or small tree,Hardwood,Deciduous,,,30
Acer,buergerianum,,Aceraceae,Sapindales,Magnoliopsida,Trident maple,ACBU,Tree,Hardwood,Deciduous,Moderate,Long (55+yrs),25
Acer,caesium,,Aceraceae,Sapindales,Magnoliopsida,Bluish grey maple,ACCA10,Tree,Hardwood,Deciduous,,,50
Acer,campbellii,,Aceraceae,Sapindales,Magnoliopsida,Campbell's maple,ACCA12,Tree,Hardwood,Deciduous,,,45
Acer,campbellii ssp. chekiangense,Acer pubinerve,Aceraceae,Sapindales,Magnoliopsida,Acer pubinerve,ACPU2,Tree,Hardwood,Deciduous,,,7
Acer,campbellii ssp. sinense,Acer sinense,Aceraceae,Sapindales,Magnoliopsida,Acer sinense,ACCASI,Tree,Hardwood,Deciduous,,,9
Acer,campbellii ssp. wilsonii,Acer wilsonii,Aceraceae,Sapindales,Magnoliopsida,Wilson's Maple,ACCAWI,Tree,Hardwood,Deciduous,,,15
Acer,campestre,,Aceraceae,Sapindales,Magnoliopsida,Hedge maple,ACCA,Tree,Hardwood,Deciduous,Slow,Short (0 - 35yrs),30
Acer,campestre x lobelii,Acer x zoeschense,Aceraceae,Sapindales,Magnoliopsida,Zoeschen Maple,ACCAL,Tree,Hardwood,Deciduous,,,65
Acer,capillipes,,Aceraceae,Sapindales,Magnoliopsida,Red snakebark maple,ACCA9,Tree,Hardwood,Deciduous,Moderate,Long (55+yrs),49
Acer,cappadocicum,,Aceraceae,Sapindales,Magnoliopsida,Cappadocian Maple,ACCA3,Tree,Hardwood,Deciduous,Fast,Moderate (35 - 55yrs),25
Acer,cappadocicum ssp. lobelii,Acer lobelii,Aceraceae,Sapindales,Magnoliopsida,Lobel's maple,ACCAL1,Tree,Hardwood,Deciduous,,,60
Acer,carpinifolium,,Aceraceae,Sapindales,Magnoliopsida,Hornbeam Maple,ACCA4,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),15
Acer,caudatifolium,Acer morrisonense,Aceraceae,Sapindales,Magnoliopsida,Kawakami maple,ACCA6,Tree,Hardwood,Deciduous,,,20
Acer,circinatum,,Aceraceae,Sapindales,Magnoliopsida,Vine maple,ACCI,Shrub,Hardwood,Deciduous,Moderate,Long (55+yrs),20
Acer,cissifolium,,Aceraceae,Sapindales,Magnoliopsida,Vine-leaved Maple,ACCI1,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),9
Acer,crataegifolium,,Aceraceae,Sapindales,Magnoliopsida,Hawthorn-leaved Maple,ACCR,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),9
Acer,davidii,,Aceraceae,Sapindales,Magnoliopsida,Pere David's Maple,ACDA,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),40
Acer,davidii ssp. grosseri,Acer grosseri v. herserai,Aceraceae,Sapindales,Magnoliopsida,Snakebark maple,ACDAGR,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),10
Acer,diabolicum,,Aceraceae,Sapindales,Magnoliopsida,Devil Maple,ACDI3,Tree,Hardwood,Deciduous,,,10
Acer,distylum,,Aceraceae,Sapindales,Magnoliopsida,Lime-leaved Maple,ACDI,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),15
Acer,forrestii,,Aceraceae,Sapindales,Magnoliopsida,Forrest's Maple,ACFO,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),17
Acer,glabrum,,Aceraceae,Sapindales,Magnoliopsida,Rocky mountain maple,ACGL,Shrub or small tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),20
Acer,grandidentatum,,Aceraceae,Sapindales,Magnoliopsida,Bigtooth maple,ACGR3,Shrub or small tree,Hardwood,Deciduous,Moderate,Short (0 - 35yrs),58
Acer,griseum,,Aceraceae,Sapindales,Magnoliopsida,Paperbark maple,ACGR,Tree,Hardwood,Deciduous,Slow,Long (55+yrs),30
Acer,heldreichii,,Aceraceae,Sapindales,Magnoliopsida,Heldreich's Maple,ACHE3,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),19
Acer,heldreichii ssp. trautvetteri,Acer trautvetteri,Aceraceae,Sapindales,Magnoliopsida,Redbud maple,ACHE4,Tree,Hardwood,Deciduous,,,19
Acer,henryi,,Aceraceae,Sapindales,Magnoliopsida,Henry's maple,ACHE2,Tree,Hardwood,Deciduous,,,30
Acer,hyrcanum,,Aceraceae,Sapindales,Magnoliopsida,Balkan Maple,ACHY,Tree,Hardwood,Deciduous,Slow,Moderate (35 - 55yrs),15
Acer,japonicum,,Aceraceae,Sapindales,Magnoliopsida,Fullmoon maple,ACJA2,Shrub,Hardwood,Deciduous,Slow,Moderate (35 - 55yrs),30
Acer,leucoderme,"Acer saccharum ssp. leucoderme, Acer nigrum var. leucoderme, Saccharodendron leucoderme, Acer saccharum var. leucoderme",Aceraceae,Sapindales,Magnoliopsida,Chalk maple,ACLE,Tree,Hardwood,Deciduous,Slow,,30
Acer,macrophyllum,,Aceraceae,Sapindales,Magnoliopsida,Bigleaf maple,ACMA,Tree,Hardwood,Deciduous,Fast,Moderate (35 - 55yrs),60
Acer,mandshuricum,,Aceraceae,Sapindales,Magnoliopsida,Acer mandshuricum,ACAC3,Tree,Hardwood,Deciduous,,,90
Acer,miyabei,,Aceraceae,Sapindales,Magnoliopsida,Miyabe's Maple,ACMI1,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),30
Acer,monspessulanum,,Aceraceae,Sapindales,Magnoliopsida,Montpelier Maple,ACMO1,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),30
Acer,negundo,,Aceraceae,Sapindales,Magnoliopsida,Boxelder,ACNE,Tree,Hardwood,Deciduous,Fast,Short (0 - 35yrs),60
Acer,negundo ssp. negundo,Acer negundo v. variegatum,Aceraceae,Sapindales,Magnoliopsida,Ash-leaved maple,ACNEN,Tree,Hardwood,Deciduous,Fast,Short (0 - 35yrs),70
Acer,nigrum,"Acer nigrum var. palmeri, Acer saccharum var. viride, Acer saccharum var. nigrum, Acer saccharum ssp. nigrum, Saccharodendron nigrum",Aceraceae,Sapindales,Magnoliopsida,Black maple,ACNI,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),90
Acer,nikoense,Acer maximowiczianum,Aceraceae,Sapindales,Magnoliopsida,Nikko Maple,ACNI1,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),15
Acer,oblongum,,Aceraceae,Sapindales,Magnoliopsida,Evergreen maple,ACOB,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),30
Acer,obtusifolium,Acer syriacum,Aceraceae,Sapindales,Magnoliopsida,Syrian maple,ACOB5,Tree,Hardwood,Semi-Evergreen,Moderate,Long (55+yrs),13
Acer,oliverianum,,Aceraceae,Sapindales,Magnoliopsida,Oliver's Maple,ACOL,Tree,Hardwood,Deciduous,,,20
Acer,opalus,,Aceraceae,Sapindales,Magnoliopsida,Italian Maple,ACOP,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),19
Acer,palmatum,Acer polymorphum,Aceraceae,Sapindales,Magnoliopsida,Japanese maple,ACPA,Tree,Hardwood,Deciduous,Slow,Moderate (35 - 55yrs),20
Acer,palmatum v. dissectum,,Aceraceae,Sapindales,Magnoliopsida,Lace-leaf maple,ACPADI,Tree,Hardwood,Deciduous,,,12
Acer,pensylvanicum,,Aceraceae,Sapindales,Magnoliopsida,Striped maple,ACPE,Tree,Hardwood,Deciduous,Slow,Short (0 - 35yrs),35
Acer,pentaphyllum,,Aceraceae,Sapindales,Magnoliopsida,Acer pentaphyllum,ACPE9,Tree,Hardwood,Deciduous,,,10
